code,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,largest_majority,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,news,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,serbian.4,bosniak.4,croatian.4,matched_percentage.4,percentage_bosniak.4,percentage_serbian.4,percentage_croatian.4,largest_majority_online_4,bosniak.3,serbian.3,croatian.3,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,time_online,fractionalization_offline_index,shannon_offline,activ,happiness,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,happier,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation
1,0,2,4,1,0,1,29,0.042,0.028,0.896,89.6,4,4,0,1,1,3,3,0,1,4,5,0,3,0,0,"Online website stranice,Facebook",2,1,1,1,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0.194636,0.331653139,2,-4,5,2,2,2,2,4,1,4,4,1,1,0,-1,0,1,0,1,1,1,60,90,2,3,1,2,3,2,6,-3,-2,-2,-2,4,7,-1,2,-2,3,3,-1,1,-1,1,-1,0,-1,0,-1,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,"Sarajevo,Doboj,Banja Luka"
2,0,2,4,1,3,1,34,0.042,0.028,0.896,89.6,4,4,2,2,2,3,2,2,3,1,0,0,4,0,0,"TV,Facebook",4,1,1,0,4,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,0.194636,0.331653139,6,-3,4,2,2,1,1,5,1,4,3,0,2,-1,0,1,1,-1,1,1,1,71,76,2,2,1,4,4,3,6,0,-3,-3,-1,3,4,0,4,0,1,1,-1,-1,-2,0,3,0,-2,1,1,1,0,-1,0,0,0,-1,-1,-2,0,0,4,1,0,"Tomislavgrad,Livno"
3,1,2,2,0,3,1,36,0.042,0.028,0.896,89.6,4,4,1,1,1,1,1,1,0,2,5,0,5,0,0,Facebook,0,0,1,0,4,0,0,3,0,3,2,14,2,6,40.51724138,4.255319149,29.78723404,12.76595745,29.78723404,2,28,16,39.65517241,4.347826087,60.86956522,34.7826087,60.86956522,0,0.194636,0.331653139,"1,2",-3,4,2,2,3,1,4,3,4,2,-3,3,0,0,0,0,0,-1,0,1,90,90,1,1,1,2,2,1,5,-3,-3,-3,-2,2,4,-2,4,-2,3,3,-3,-2,-2,2,3,-3,-1,-3,-4,-2,-4,-4,-2,-2,2,3,2,3,3,3,3,2,3,"Sarajevo,Banja Luka,Livno"
4,1,1,2,1,-5,1,38,0.042,0.028,0.896,89.6,4,4,3,3,3,4,3,2,1,1,0,0,3,0,0,"TV,Online website stranice,Facebook",5,2,2,2,4,3,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,"4,6",-4,3,1,2,2,1,4,2,3,3,0,3,1,1,1,0,0,1,1,1,60,80,1,1,1,2,2,3,6,-3,-3,-1,3,3,7,3,7,3,3,3,-3,-3,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,"Banja Luka,Svejedno"
5,1,2,3,1,-1,3,44,0.042,0.028,0.896,89.6,4,4,1,2,2,3,4,1,3,4,5,2,5,0,0,"Online website stranice,Facebook",5,1,1,1,4,3,2,1,2,3,2,38,16,39,79.55555556,8.938547486,21.22905028,21.7877095,21.7877095,16.5,94.5,68,79.55555556,9.217877095,52.79329609,37.98882682,52.79329609,0,0.194636,0.331653139,"1,4,5",-2,5,2,1,3,1,4,1,4,2,-3,3,1,1,0,0,-1,0,0,-1,50,70,1,2,1,2,3,1,6,-3,-3,-3,-3,0,4,-3,1,-3,3,3,-3,-3,-3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica, Banja Luka, Svejedno"
6,0,2,2,1,3,1,29,0.042,0.028,0.896,89.6,4,4,3,2,2,4,4,3,1,4,5,0,4,0,0,Online website stranice,5,1,1,1,4,3,2,1,2,3,1,118,31,43,73.50800582,6.138613861,23.36633663,8.514851485,23.36633663,33.33333333,288.8333333,182.8333333,73.50800582,6.600660066,57.19471947,36.20462046,57.19471947,1173,0.194636,0.331653139,3,0,4,3,3,4,3,4,3,4,4,-1,3,0,1,0,1,0,0,1,0,92,94,2,2,1,3,4,1,6,-3,-3,-3,-1,0,7,3,2,-2,2,1,-2,-2,-3,-3,3,-2,-4,-1,-2,0,0,0,0,1,2,1,2,-1,-1,-1,-1,-1,0,Banja Luka
7,1,1,4,0,2,2,21,0.042,0.028,0.896,89.6,4,4,2,3,1,4,2,2,1,4,0,0,5,1,1,"Online website stranice,Facebook",5,2,3,1,3,3,2,2,3,3,2,55,1,23,72.09302326,0.64516129,35.48387097,14.83870968,35.48387097,2,102,51,72.09302326,1.290322581,65.80645161,32.90322581,65.80645161,0,0.194636,0.331653139,"2,3,6",3,3,1,1,3,3,4,1,3,3,0,3,1,0,0,1,0,1,1,1,70,90,1,1,0,3,2,2,7,-3,-3,-3,-3,0,4,-1,7,-1,3,3,-3,-3,-3,0,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
8,0,1,2,1,1,1,28,0.042,0.028,0.896,89.6,4,4,2,2,1,1,2,3,2,2,3,0,5,0,0,"TV,Новине (принт),Онлине wебсите странице,Фацебоок",5,4,3,2,4,2,3,1,3,4,1,84,3,17,77.6119403,1.153846154,32.30769231,6.538461538,32.30769231,3,165.25,91.25,77.46268657,1.156069364,63.68015414,35.16377649,63.68015414,420,0.194636,0.331653139,6,2,4,1,2,3,2,4,2,3,3,0,3,1,0,0,1,1,0,1,1,70,50,1,1,1,1,3,4,7,-3,-3,-3,-3,1,4,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,-1,-2,-2,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,"Tuzla,Banja Luka"
9,0,2,2,0,1,1,36,0.042,0.028,0.896,89.6,3,4,1,2,1,3,3,1,2,0,0,0,3,0,0,Online website stranice,2,1,1,2,3,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,0.194636,0.331653139,4,2,2,3,3,3,2,3,4,2,4,4,2,0,0,0,0,0,0,1,0,82,85,1,2,1,3,3,1,6,-3,-3,-3,-2,1,6,2,6,-3,3,2,-2,-2,-2,0,3,-3,0,0,-2,0,2,0,0,4,0,1,3,1,1,-1,0,0,0,Svejedno
10,0,2,4,0,2,2,24,0.042,0.028,0.896,89.6,4,3,0,2,1,3,3,1,1,2,5,1,4,0,0,Online website stranice,5,2,1,1,4,2,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,0.194636,0.331653139,5,-2,4,3,2,3,2,3,1,3,4,-3,0,0,0,0,1,-1,1,1,1,62,91,2,2,2,1,3,1,6,-3,-3,-3,-3,2,2,3,2,-2,3,3,1,-1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banja Luka
11,1,2,4,0,2,2,28,0.042,0.028,0.896,89.6,4,4,2,2,2,3,2,2,2,2,5,1,5,0,0,"Online website stranice,Facebook",5,1,2,2,4,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,"1,4,6",3,4,2,2,3,2,4,3,3,3,1,1,0,0,-1,1,0,1,1,0,50,94,2,2,1,2,2,2,6,-2,-3,-3,-1,2,4,0,4,1,3,3,-3,-3,0,-3,3,0,-3,1,1,0,-2,-4,0,0,-3,-3,0,-2,0,0,-2,0,1,Svejedno
12,0,2,3,0,3,1,54,0.042,0.028,0.896,89.6,4,4,3,4,2,3,2,2,2,4,0,0,5,0,0,"Online website stranice,Facebook",5,2,1,1,4,2,1,2,1,2,3,17,5,16,81.91489362,6.493506494,22.07792208,20.77922078,22.07792208,6,43,28,81.91489362,7.792207792,55.84415584,36.36363636,55.84415584,1483,0.194636,0.331653139,4,-4,5,1,1,3,1,4,1,4,2,-4,3,1,1,0,1,0,-1,1,1,100,39,1,1,1,1,4,1,7,-3,-3,-3,-1,0,1,3,3,-1,3,3,-3,-3,-1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla,Banja Luka,Bijeljina"
13,1,2,2,0,2,2,25,0.042,0.028,0.896,89.6,4,4,0,0,1,1,3,1,1,0,0,1,5,1,0,Facebook,4,4,2,2,4,4,3,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,3,-4,4,1,1,1,2,3,1,3,1,-1,3,-1,0,1,-1,1,0,1,1,0,100,2,5,1,5,1,4,4,2,3,1,3,4,4,3,3,3,1,3,2,2,1,-3,-3,3,-4,4,1,0,-4,-1,0,-4,0,-4,-4,4,4,0,-4,-4,4,Svejedno
14,0,2,2,0,0,1,24,0.042,0.028,0.896,89.6,4,4,0,2,0,4,4,2,3,4,5,0,3,0,0,"TV,Novine (print),Online website stranice,Facebook",4,2,2,1,4,2,1,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,0.194636,0.331653139,1,3,4,3,1,3,1,4,1,4,3,4,2,0,1,0,1,0,0,0,1,50,71,1,1,0,2,2,1,6,-3,-3,-3,-3,1,1,0,7,-3,3,3,-3,-3,-3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
15,0,2,2,1,1,1,40,0.042,0.028,0.896,89.6,4,4,2,0,2,2,1,0,1,1,5,0,2,0,0,Facebook,4,1,1,1,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194636,0.331653139,1,-4,4,2,2,2,2,4,2,5,4,0,1,-1,0,-1,-1,0,-1,1,0,91,90,1,2,1,3,2,2,6,-2,-2,-3,-3,4,4,1,6,2,3,3,-2,-2,-2,0,3,2,-3,0,-1,-2,-2,-2,-2,0,0,-2,0,-1,-1,-1,-2,-2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno"
16,1,2,4,1,2,2,41,0.042,0.028,0.896,89.6,4,3,2,2,2,3,3,2,3,4,0,0,2,0,0,"TV,Novine (print),Online website stranice,Facebook",4,3,1,2,4,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,"4,6",-2,3,2,3,3,2,3,2,4,2,-3,3,0,0,0,1,0,0,0,1,80,96,1,2,2,2,2,2,6,-3,-3,-3,-2,4,4,-2,4,-1,3,2,-3,-2,-3,-2,2,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,"Banja Luka, Prijedor"
17,1,2,2,0,2,3,22,0.042,0.028,0.896,89.6,4,4,1,2,1,3,2,3,2,3,5,3,3,0,0,Facebook,5,0,1,1,4,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,"1,2",-4,5,1,1,2,2,4,1,4,4,4,1,-1,1,1,1,1,-1,0,1,30,100,2,3,1,2,3,4,6,-3,-3,-3,-2,3,4,3,4,3,3,2,-3,-2,2,3,3,-2,-4,0,0,0,0,0,0,0,-3,-4,0,0,0,0,0,0,0,"Doboj, Banja Luka"
18,0,1,3,1,2,2,34,0.042,0.028,0.896,89.6,4,4,2,2,2,2,1,2,1,3,5,0,5,0,0,"Novine (print),Online website stranice,Facebook",4,3,2,1,4,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0.194636,0.331653139,1,-3,5,2,2,2,2,4,1,4,4,-3,2,0,-1,0,0,0,1,1,1,100,100,2,2,1,2,3,2,7,-3,-3,-3,0,0,4,0,7,-2,3,2,-2,-2,-3,-1,3,0,0,-2,-4,0,-1,-1,-1,-1,-2,-4,-1,-4,-4,0,-1,-2,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
19,0,2,5,0,2,2,28,0.042,0.028,0.896,89.6,4,4,2,3,3,4,2,2,1,4,5,0,5,1,0,"TV,Facebook",5,1,3,2,4,2,2,3,2,2,2,206,2,53,73.08228731,0.381679389,39.3129771,10.11450382,39.3129771,4,357.5,161.5,72.94281729,0.764818356,68.35564054,30.87954111,68.35564054,248,0.194636,0.331653139,1,1,3,3,4,4,3,2,3,2,4,-3,1,1,0,0,-1,1,1,1,0,20,95,1,1,1,2,2,3,1,-2,-3,-3,-1,1,7,0,4,0,-1,-1,-3,-1,-2,-2,3,2,3,3,4,2,4,1,3,4,4,4,-4,4,4,4,-4,-4,4,Bijeljina
20,0,1,5,1,2,2,40,0.042,0.028,0.896,89.6,4,4,2,2,2,4,3,1,1,1,5,0,4,1,0,"TV,Online website stranice,Facebook",4,3,1,1,4,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,0.194636,0.331653139,5,-2,4,1,1,2,3,3,1,3,4,0,3,1,0,1,1,1,1,1,1,89,100,1,2,1,3,2,2,6,-3,-3,-3,-1,2,2,-1,5,1,3,3,-3,-3,-3,-1,3,0,-2,2,0,-2,0,0,2,0,2,0,-2,2,0,-2,-3,-4,-1,Banja Luka
21,1,2,4,0,1,1,28,0.042,0.028,0.896,89.6,4,2,1,2,3,3,3,1,3,3,5,0,5,0,0,"Online website stranice,Facebook",5,2,1,1,4,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,"1,4,5",-4,4,1,2,2,3,4,2,4,2,-3,3,1,1,1,-1,1,1,-1,1,80,80,2,3,1,3,3,2,6,-2,-2,-3,-1,4,4,1,6,3,3,3,-2,-2,-2,0,-1,-2,-2,1,-3,1,1,2,-2,2,-2,-2,2,-2,-2,1,-1,-1,-2,Svejedno
22,0,2,4,0,1,1,29,0.042,0.028,0.896,89.6,4,4,2,2,2,4,4,3,2,2,5,0,4,1,0,"TV,Facebook",4,2,1,1,4,3,1,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,0.194636,0.331653139,2,4,4,1,2,1,3,4,3,4,4,0,2,-1,0,0,0,1,0,1,1,100,100,1,2,0,2,2,2,7,-3,-3,-3,-1,0,7,-1,7,1,3,3,-3,-3,-3,-3,-3,-4,0,-4,-4,0,3,4,-4,4,-3,-3,3,-3,-3,0,4,4,-4,Druga lokacija
23,1,2,4,0,2,2,29,0.042,0.028,0.896,89.6,4,4,2,3,2,4,4,2,2,4,1,0,5,0,0,Facebook,5,2,2,2,3,4,3,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,5,-1,3,2,4,1,4,3,4,2,3,0,3,0,0,1,0,0,0,1,1,100,100,1,1,1,1,5,1,5,-3,-3,-3,-3,0,4,-3,7,1,3,3,-3,-3,-3,3,-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,"Sarajevo, Zenica, Doboj, Tuzla, Prijedor, Tomislavgrad, Livno"
24,1,1,5,1,2,2,47,0.042,0.028,0.896,89.6,4,3,2,2,2,2,1,2,1,2,0,0,2,0,0,"Online website stranice,Facebook",4,4,2,0,4,3,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.194636,0.331653139,4,-4,4,2,1,2,1,4,1,4,3,-3,2,0,0,0,0,0,0,1,1,65,67,1,1,1,2,3,1,7,-3,-3,-3,0,1,4,-1,5,-3,3,2,-1,-3,-2,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bijeljina,Druga lokacija"
25,0,2,2,0,-4,2,24,0.939,0.012,0.01,93.9,4,4,2,4,3,4,1,4,4,4,5,5,5,0,0,"TV,Online website stranice,Facebook",5,2,2,1,4,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,0.118035,0.158226357,"1,3",-3,4,2,2,3,4,4,2,4,4,-3,2,-1,1,0,1,1,1,1,1,81,100,2,3,1,4,4,3,6,-2,-3,-3,-1,3,2,-1,6,-1,1,1,1,1,1,1,1,-2,-1,-2,-1,-3,-2,2,-4,-2,-1,-1,-2,-3,-1,0,0,-2,-1,Tuzla
26,0,2,2,0,2,2,24,0.939,0.012,0.01,93.9,4,4,2,4,3,4,1,4,4,4,5,5,5,0,0,"TV,Online website stranice,Facebook",5,2,2,1,4,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,0.118035,0.158226357,1,-4,5,2,1,2,3,5,1,5,4,-3,2,-1,1,0,1,0,1,1,1,70,90,1,2,1,3,2,3,6,-3,-3,-3,-2,1,4,3,4,2,3,3,-3,-3,0,0,3,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,0,"Zenica,Tuzla"
27,1,1,5,1,2,2,50,0.881,0.058,0.016,88.1,4,4,4,4,4,4,0,4,1,4,5,0,2,0,0,"Online website stranice,Facebook",4,3,2,1,4,4,0,0,0,0,0,34,6,20,73.09236948,3.296703297,18.68131868,10.98901099,18.68131868,7,99.5,75.5,73.09236948,3.846153846,54.67032967,41.48351648,54.67032967,0,0.220219,0.342927409,"4,5",1,2,4,4,4,4,3,4,2,3,1,3,0,-1,1,1,0,1,1,1,89,100,1,1,1,2,3,2,6,-3,-3,-3,-3,5,4,3,7,3,3,2,-3,-1,-3,0,-1,0,3,-2,0,0,0,-3,-2,0,0,-4,0,1,0,0,0,0,0,Banja Luka
28,1,1,3,0,2,2,24,0.881,0.058,0.016,88.1,4,2,1,1,1,1,1,1,1,2,5,0,4,0,0,"Online website stranice,Facebook",4,1,1,0,4,4,4,4,4,4,4,2,248,6,80.11527378,89.20863309,0.71942446,2.158273381,89.20863309,253.6666667,11.16666667,12.66666667,79.97118156,91.41141141,4.024024024,4.564564565,91.41141141,0,0.220219,0.342927409,"1,2,5",-3,4,1,2,2,3,3,2,4,4,-3,2,0,0,0,1,0,0,0,0,85,94,3,2,1,2,3,3,7,-3,-3,-2,0,2,4,0,4,0,1,1,-3,-2,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Svejedno"
29,1,2,1,0,2,2,18,0.881,0.058,0.016,88.1,4,3,0,2,1,3,1,3,1,4,5,5,5,0,0,"Online website stranice,Facebook",2,1,1,2,4,4,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.220219,0.342927409,"1,2,4",-4,5,2,1,2,2,4,2,5,4,-2,1,1,1,0,1,0,1,1,1,70,99,2,3,3,4,4,4,6,-3,-3,-3,-2,6,4,-1,4,-1,2,3,0,-1,0,1,3,-1,-4,-1,1,0,-2,-1,-1,-1,-1,-3,1,1,1,1,-1,-1,-2,Druga lokacija
30,0,2,2,0,2,2,19,0.881,0.058,0.016,88.1,4,4,2,1,1,2,1,3,3,4,5,0,5,0,0,"TV,Online website stranice,Facebook",2,2,2,1,2,4,1,1,1,3,1,1,1211,28,81.4057508,95.05494505,0.078492936,2.197802198,95.05494505,1207,16,42.5,80.86261981,95.37732122,1.264322402,3.358356381,95.37732122,389,0.220219,0.342927409,"1,4",-4,5,1,1,2,3,4,1,4,4,-3,3,1,1,0,1,0,-1,1,0,70,85,1,2,1,2,2,2,6,-3,-3,-3,-3,0,4,0,4,1,3,3,-3,-3,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija"
31,0,2,2,0,2,2,19,0.881,0.058,0.016,88.1,4,4,2,1,1,2,1,3,3,4,5,0,5,0,0,"TV,Online website stranice,Facebook",2,2,2,1,2,4,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,0.220219,0.342927409,1,0,2,4,4,5,4,2,3,2,4,4,2,0,0,0,0,0,0,0,0,100,100,1,1,2,2,3,1,7,-3,-3,-3,3,1,4,3,7,3,3,3,-3,-3,-3,-3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
32,1,2,2,1,2,2,37,0.881,0.058,0.016,88.1,4,4,4,3,3,4,0,4,3,4,4,0,5,0,0,Facebook,5,1,2,3,4,3,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.220219,0.342927409,"1,4",0,4,2,2,3,4,4,3,3,3,0,3,0,0,-1,1,1,1,1,1,50,90,1,1,2,4,2,1,6,-3,-3,-3,2,2,1,-3,7,1,3,2,-3,-3,-3,3,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,Druga lokacija
33,0,2,4,0,1,1,37,0.881,0.058,0.016,88.1,4,4,3,3,3,3,2,2,1,2,1,0,5,0,0,Facebook,5,2,2,1,4,3,3,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,0.220219,0.342927409,4,-4,4,3,3,2,3,4,1,4,3,-4,2,1,1,0,1,0,1,-1,1,70,70,1,1,0,2,4,1,7,-3,-3,-3,3,0,7,0,7,3,3,3,-3,-3,-3,-3,-3,0,-4,1,0,1,0,-4,0,0,-4,-4,0,-3,4,-3,4,-4,4,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno"
34,1,1,2,1,2,2,39,0.122,0.005,0.852,85.2,4,4,2,2,1,2,2,1,1,3,0,0,3,0,0,Online website stranice,2,1,1,0,4,3,4,2,3,1,1,292,14,87,65.1240778,1.441812564,30.07209063,8.959835221,30.07209063,16.83333333,611.5833333,340.0833333,64.9564051,1.738082946,63.14747892,35.11443813,63.14747892,0,0.259187,0.41961094,"4,5",-4,4,1,1,3,1,5,1,5,4,4,1,0,0,0,0,0,0,0,0,30,70,1,1,0,1,2,2,6,-3,-3,-3,-3,1,4,-3,5,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno, Svejedno"
35,1,2,4,1,1,2,37,0.122,0.005,0.852,85.2,4,4,1,2,1,3,3,1,1,2,0,0,1,0,0,Facebook,1,1,1,0,4,3,3,3,2,3,2,50,9,23,87.64044944,5.769230769,32.05128205,14.74358974,32.05128205,9.5,97.25,48.75,87.35955056,6.109324759,62.54019293,31.35048232,62.54019293,0,0.259187,0.41961094,2,3,3,2,3,3,3,4,3,3,2,1,3,0,0,0,1,-1,1,1,1,72,90,1,2,1,3,2,2,6,-3,-3,-3,0,2,4,1,6,1,3,2,-3,-1,-2,0,1,0,0,2,-1,-2,2,1,0,0,0,0,2,2,-3,1,2,0,0,"Tuzla, Bijeljina"
36,1,2,4,0,3,1,22,0.122,0.005,0.852,85.2,4,4,1,2,3,4,2,4,3,4,5,5,5,0,0,Facebook,5,2,2,2,4,4,3,3,2,4,1,96,7,22,44.06196213,2.734375,37.5,8.59375,37.5,8,130.25,77.25,37.09122203,3.712296984,60.44083527,35.84686775,60.44083527,0,0.259187,0.41961094,"1,4",-4,5,1,1,1,2,5,1,4,2,0,3,-1,-1,0,0,-1,0,1,0,96,100,2,3,3,3,2,1,4,-3,-1,-3,3,7,4,1,7,0,2,3,1,0,-1,1,3,-4,-2,-4,-4,0,4,4,-4,4,-4,-4,4,0,-4,0,4,0,-4,"Sarajevo, Zenica, Doboj, Tuzla, Prijedor, Tomislavgrad, Livno"
37,1,2,5,1,1,2,43,0.122,0.005,0.852,85.2,4,4,1,1,1,4,1,1,1,1,4,0,3,0,0,"TV,Facebook",5,4,1,0,4,4,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.259187,0.41961094,"1,6",4,4,2,3,2,2,4,3,5,3,3,2,-1,-1,0,1,-1,0,0,1,65,71,2,2,1,1,2,2,6,-3,-3,-2,-2,1,4,2,6,-3,3,3,-3,-2,-2,-3,1,1,2,-2,2,0,0,1,1,1,2,2,0,2,2,0,1,0,1,Bijeljina
38,0,2,4,0,3,1,31,0.122,0.005,0.852,85.2,4,4,3,3,3,2,3,2,3,2,5,0,5,0,0,Facebook,5,1,2,2,3,2,3,3,1,3,1,231,59,105,63.62192216,7.365792759,28.83895131,13.10861423,28.83895131,64,475.5,260.5,63.54249404,8,59.4375,32.5625,NA,932,0.259187,0.41961094,4,3,4,2,3,3,1,4,2,5,4,3,3,-1,0,-1,1,0,1,1,1,89,100,1,2,1,2,3,3,6,-3,-3,-3,0,0,2,2,4,0,3,3,-3,-3,0,-3,3,4,3,4,4,0,-4,-4,2,-3,4,0,1,-4,2,2,-4,3,4,Svejedno
39,0,1,4,0,2,2,58,0.122,0.005,0.852,85.2,4,4,3,2,2,4,4,1,0,4,5,0,2,0,0,"TV,Facebook",4,2,1,1,4,2,3,1,4,3,1,36,13,10,80,13.54166667,37.5,10.41666667,37.5,13,58.25,23.25,78.75,13.75661376,61.64021164,24.6031746,61.64021164,3480,0.259187,0.41961094,"2,3",2,3,4,4,1,1,3,1,1,2,4,3,1,1,1,1,-1,1,1,1,100,100,2,3,0,2,1,1,7,-3,-2,-2,-3,1,7,3,1,-3,3,3,-3,-3,-3,-3,3,0,1,1,4,0,4,-3,0,4,-4,4,0,-4,1,0,0,-3,0,"Bijeljina,Druga lokacija"
