code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,largest_majority_online,fractionalization_offline_index,shannon_offline,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,donation,online_data
250,0,0,2,4,1,1,1,34,0.66763052,0.20304772,0.0416,4,4,2,2,2,4,4,3,2,4,5,2,4,0,0,2,1,1,1,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,0.511310552,0.725731858,4,5,2,2,3,2,4,3,4,4,1,0,0,0,1,0,0,0,0,62,82,1,1,1,2,2,1,6,-3,-3,2,-3,0,7,-3,7,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla",0
251,0,1,1,2,1,0,1,35,0.66763052,0.20304772,0.0416,4,4,1,2,1,3,3,1,3,3,0,0,5,0,0,5,2,1,2,4,3,3,4,3,4,4,82.43243243,77.50455373,9.130236794,13.36520947,77.50455373,0.511310552,0.725731858,5,4,3,3,2,4,3,4,3,4,3,0,1,0,1,-1,0,0,1,95,95,3,3,3,5,2,1,7,3,-3,-3,-3,3,7,-3,4,-3,3,-2,-3,-1,0,-3,-3,-1,-2,-1,-2,0,-3,-3,-4,-3,-2,-1,-1,0,1,0,-1,-1,-4,Sarajevo,1
252,0,1,2,2,0,0,1,22,0.66763052,0.20304772,0.0416,4,4,0,0,1,2,4,0,0,4,5,4,5,0,0,4,1,1,1,4,4,2,3,1,1,2,NA,NA,NA,NA,NA,0.511310552,0.725731858,"1,2",4,3,4,2,3,4,3,3,4,0,0,-1,0,1,-1,0,0,1,80,45,1,2,0,2,3,1,7,-3,-3,-3,-3,0,7,0,7,3,3,3,-3,-3,-3,3,3,4,2,4,-4,0,0,-3,2,0,-2,0,2,-2,-2,0,0,3,-2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
253,0,1,1,3,1,-3,1,40,0.66763052,0.20304772,0.0416,4,4,2,1,2,3,3,1,2,1,4,0,4,0,0,5,2,1,2,4,4,1,3,2,3,4,NA,NA,NA,NA,NA,0.511310552,0.725731858,"4,6",4,1,1,2,3,4,1,4,3,1,1,1,1,1,0,0,1,1,100,100,1,3,2,4,2,1,7,-3,-3,-3,0,0,4,-3,7,0,3,3,0,1,-2,1,3,-3,-4,1,-3,0,0,0,-2,2,0,-2,-1,0,-2,0,-2,4,0,"Zenica,Prijedor,Livno",0
254,0,0,2,3,0,-2,1,42,0.024,0.007,0.946,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,NA,0.104459,0.176760774,5,3,3,4,3,1,2,2,2,4,0,0,0,0,0,0,0,0,0,75,87,1,1,1,3,1,1,5,-3,-3,-3,-3,2,2,2,1,-3,3,3,-3,-3,-2,-1,3,-3,-2,-2,-2,0,0,0,-2,0,-1,-1,-1,0,-1,-1,-1,-1,-1,Svejedno,0
255,0,0,2,3,0,0,1,42,0.541,0.001,0.45,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,NA,0.504818,0.698591995,1,3,1,1,2,4,4,3,2,3,1,0,0,0,0,0,0,0,0,83,54,1,2,1,3,3,1,6,-3,-3,-3,-3,2,7,0,7,-2,1,3,0,0,-3,0,3,0,0,0,0,-3,-2,-3,-2,-1,-1,-1,0,0,0,0,0,-1,2,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
256,0,1,2,2,1,0,1,29,0.541,0.001,0.45,4,4,3,4,3,4,4,3,4,4,5,1,5,0,0,3,1,1,1,4,4,2,2,2,1,2,NA,NA,NA,NA,NA,0.504818,0.698591995,1,4,2,3,4,5,3,2,3,4,3,0,1,1,1,1,-1,1,1,90,90,2,2,2,4,2,1,6,-2,-3,-3,1,4,7,1,7,-3,3,1,-2,1,0,3,3,0,-1,0,0,0,0,0,0,0,1,2,-1,0,0,-1,-1,0,0,Svejedno,0
257,0,0,1,5,1,1,1,39,0.541,0.001,0.45,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,4,1,1,1,4,4,4,1,3,2,3,63.54249404,8,59.4375,32.5625,59.4375,0.504818,0.698591995,6,5,1,1,2,2,5,1,5,2,3,0,0,0,-1,0,0,1,1,80,80,2,3,1,4,2,2,6,-3,-3,-3,-1,5,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",1
258,0,0,1,5,1,0,1,39,0.541,0.001,0.45,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,4,1,1,1,4,4,4,1,3,2,3,NA,NA,NA,NA,NA,0.504818,0.698591995,6,4,1,1,2,2,4,2,4,4,2,0,1,1,1,1,0,1,1,100,100,1,2,1,1,3,1,7,-2,-3,-3,-2,1,7,2,7,2,3,2,-3,-3,-2,-3,1,0,-1,-2,-3,0,0,0,-4,0,0,0,1,0,0,0,0,0,-3,Svejedno,0
259,0,0,1,4,1,1,1,43,0.541,0.001,0.45,4,4,2,2,2,2,3,2,2,3,1,0,5,1,0,5,2,1,2,4,3,4,3,3,2,4,NA,NA,NA,NA,NA,0.504818,0.698591995,"4,5,6",4,2,1,2,2,4,2,4,4,2,0,1,0,0,-1,0,0,1,85,90,2,2,1,2,3,2,6,-3,-3,-3,-3,3,7,3,7,-3,3,3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Tuzla,Druga lokacija",0
260,0,0,1,4,1,1,1,30,0.541,0.001,0.45,4,4,2,2,2,2,3,2,1,4,5,0,3,0,0,5,3,1,2,4,3,0,2,0,2,2,NA,NA,NA,NA,NA,0.504818,0.698591995,5,4,2,4,2,4,3,4,3,3,2,1,0,1,1,0,1,0,1,100,100,2,2,1,3,1,2,7,-3,-3,-2,-1,4,4,2,7,-1,3,1,-3,-2,-2,3,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno",0
261,0,0,2,4,1,1,1,36,0.541,0.001,0.45,4,4,2,1,2,3,3,1,2,3,4,0,3,0,0,2,1,2,1,4,2,1,3,0,3,2,NA,NA,NA,NA,NA,0.504818,0.698591995,2,3,3,4,4,2,3,3,3,2,2,0,0,0,1,1,0,0,1,49,50,1,1,0,2,3,1,6,-3,-3,-3,0,0,7,3,7,3,0,3,-3,-3,-3,0,3,0,0,4,4,-2,0,0,0,0,0,0,-1,3,1,-4,-1,-2,4,Svejedno,0
262,0,0,2,2,1,1,1,27,0.541,0.001,0.45,4,4,2,2,2,4,4,1,4,3,0,0,5,0,0,5,2,3,0,4,3,1,2,0,1,3,NA,NA,NA,NA,NA,0.504818,0.698591995,"3,4",4,1,2,1,3,4,1,4,4,2,1,1,0,1,0,1,0,1,100,50,2,3,3,3,4,2,7,-2,3,3,2,1,3,-1,2,-3,3,3,-2,-2,-3,0,2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,Druga lokacija,0
263,0,0,1,5,0,0,1,31,0.807,0.0494,0.0378,4,4,2,1,3,3,3,2,1,3,5,0,4,0,0,3,2,2,1,3,3,1,1,1,3,2,NA,NA,NA,NA,NA,0.3448818,0.445443735,5,3,2,3,1,2,4,2,4,4,2,0,1,0,1,0,0,1,1,90,90,1,1,1,1,2,1,7,-3,-3,-3,2,1,7,2,7,2,3,3,-3,-3,-3,0,0,0,0,0,0,0,-1,0,0,0,3,-2,-1,0,0,0,-2,-2,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
264,0,0,1,2,0,1,1,21,0.94,0.034,0.005,4,1,0,1,1,3,3,1,1,4,4,0,3,1,1,2,1,1,1,2,4,0,1,1,4,2,NA,NA,NA,NA,NA,0.115219,0.199621888,"4,5",4,2,1,3,3,4,1,4,3,1,0,-1,0,-1,0,1,1,1,0,0,1,2,0,2,2,1,7,-1,-1,-3,0,1,4,3,7,3,3,1,-3,0,0,1,3,-1,0,-1,-2,4,3,1,-1,2,0,0,1,-1,-1,1,0,-1,1,Svejedno,0
265,0,1,2,2,0,0,1,18,0.94,0.034,0.005,4,4,1,1,1,3,3,1,0,3,5,5,5,0,0,0,1,2,1,4,4,2,3,3,4,3,81.96721311,94.5,1.214285714,4.285714286,94.5,0.115219,0.199621888,5,3,3,2,2,3,4,1,4,4,2,1,0,0,1,-1,0,0,0,51,100,2,1,2,2,4,4,6,-3,-3,-3,0,1,4,0,7,3,3,1,0,-3,-3,3,3,-4,-2,-4,-2,4,4,4,-3,4,-3,-4,4,-4,-3,4,4,4,-4,Svejedno,1
266,0,0,2,2,1,1,1,25,0.186,0.037,0.754,4,4,2,1,2,3,2,1,2,3,5,0,5,0,0,1,1,1,1,3,2,2,1,0,1,2,81.38506876,91.04807886,4.083685375,4.868235767,91.04807886,0.395519,0.647738218,4,4,3,2,3,2,4,2,3,4,1,0,0,0,0,0,1,1,0,60,60,1,2,1,2,2,1,6,-3,-3,-3,-3,3,4,3,6,0,-3,0,-1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doboj,1
267,0,1,2,2,1,1,1,50,0.186,0.037,0.754,3,3,2,3,2,4,3,2,3,4,4,0,5,0,0,5,1,1,2,4,3,3,3,2,2,2,80.59701493,5.092592593,59.25925926,35.64814815,59.25925926,0.395519,0.647738218,"1,2",3,2,3,2,3,4,3,3,2,3,-1,1,-1,1,1,0,0,1,44,94,2,3,1,3,3,4,6,1,-3,-3,-3,3,4,-1,3,-2,2,0,-1,-1,1,-2,2,0,-1,0,1,1,1,0,1,-1,0,-1,0,-1,-1,0,1,0,-1,"Doboj, banja Luka",1
268,0,0,1,3,1,3,1,28,0.186,0.037,0.754,4,4,1,2,1,1,2,1,1,3,4,0,5,0,0,1,0,1,1,4,2,2,2,2,1,4,39.4912427,86.90601901,5.80781415,7.286166843,86.90601901,0.395519,0.647738218,"2,4,5",4,2,3,4,3,3,2,3,4,2,0,-1,0,1,0,0,0,1,51,70,1,2,0,3,3,2,4,-3,-3,-3,-2,1,5,3,7,0,3,3,-3,-3,-3,-3,3,0,0,1,1,0,-1,-1,1,0,0,-1,-1,1,-1,0,-1,-1,1,"Zenica,Tuzla",1
269,0,1,1,0,1,-2,1,36,0.667,0.282,0.012,4,4,2,2,2,3,2,1,1,3,5,0,2,0,0,2,0,1,1,4,4,2,3,3,3,4,NA,NA,NA,NA,NA,0.475443,0.680155189,5,5,1,1,2,1,4,1,5,NA,1,0,0,0,1,0,0,0,1,75,69,1,2,1,3,3,1,1,-3,-3,-3,-3,4,4,2,4,-1,3,3,-3,-1,-1,2,1,-3,0,-3,-4,0,-1,-1,-3,4,0,-2,-2,-3,-3,0,4,3,-3,Svejedno,0
270,0,0,2,5,1,1,1,26,0.667,0.282,0.012,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,3,2,1,0,4,4,4,4,4,3,4,79.47826087,74.9452954,11.05032823,14.00437637,74.9452954,0.475443,0.680155189,"1,4",5,1,3,2,1,4,1,4,4,3,1,0,0,1,-1,1,1,1,64,74,1,1,1,2,3,3,4,-3,-3,-3,-3,2,1,-3,6,-3,3,2,-3,-3,-3,-3,3,-2,4,0,0,0,2,2,-3,0,0,0,0,-2,-1,0,0,3,-2,"Sarajevo,Zenica,Prijedor,Druga lokacija",1
271,0,0,2,5,1,1,1,26,0.667,0.282,0.012,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,3,2,1,0,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,0.475443,0.680155189,"1,4",4,3,3,3,2,4,2,4,4,2,1,1,0,1,-1,0,1,1,85,95,1,2,1,3,3,3,6,-2,-1,-1,2,5,4,2,5,2,3,2,1,1,1,1,1,-2,-3,-2,-3,0,0,0,-3,0,-2,-4,3,-3,-3,0,3,3,-3,Druga lokacija,0
272,0,0,2,4,1,1,1,28,0.667,0.282,0.012,4,4,2,3,2,4,4,4,4,4,4,0,5,1,0,2,0,1,1,4,4,3,1,1,1,3,78.6237785,92.90523045,2.848265148,4.246504402,92.90523045,0.475443,0.680155189,"1,3",4,2,2,4,1,4,1,3,4,3,0,1,-1,1,1,0,1,1,73,99,1,2,1,3,3,1,6,-3,-3,-3,-3,1,1,-3,7,0,-1,-1,-3,-3,-1,-1,3,0,4,1,0,0,-4,0,-4,0,4,-4,0,4,-4,0,0,0,4,"Zenica,Tuzla,Druga lokacija",1
273,0,0,1,2,0,-2,1,19,0.667,0.282,0.012,2,4,2,3,4,3,2,2,1,4,5,0,5,0,0,5,1,1,1,4,4,4,3,4,3,2,NA,NA,NA,NA,NA,0.475443,0.680155189,"1,6",5,3,3,3,2,4,3,3,1,3,0,-1,0,1,0,1,-1,1,0,50,1,1,0,5,1,1,1,0,-3,0,-3,3,7,0,4,-3,0,0,-3,-3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Druga lokacija,0
274,0,1,2,4,1,1,1,24,0.667,0.282,0.012,4,4,1,1,1,3,4,1,2,3,5,2,5,0,0,4,2,1,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,0.475443,0.680155189,"1,2,6",4,2,2,3,2,4,2,4,3,3,0,1,0,0,0,0,0,1,20,100,1,1,0,1,4,1,6,-3,-3,-3,0,1,6,-3,2,-3,3,1,-3,-3,-3,-3,2,0,-4,3,0,0,-3,-2,-3,-2,-1,-4,-2,-2,-2,-2,-2,-3,1,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija,Svejedno",0
275,0,0,1,2,1,-2,1,49,0.034,0.01,0.935,4,4,0,1,1,2,2,1,1,2,0,0,5,0,0,5,1,1,2,4,3,3,3,3,2,3,NA,NA,NA,NA,NA,0.124519,0.223859304,4,3,2,2,1,1,4,2,2,3,1,0,1,0,-1,0,0,0,1,50,50,1,1,1,2,2,2,6,-3,-3,-3,-3,1,5,3,7,0,3,1,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svejedno,0
276,0,1,1,2,0,3,1,28,0.034,0.01,0.935,4,4,1,2,2,3,2,3,2,4,5,0,5,0,0,4,2,1,1,4,3,3,3,2,4,3,NA,NA,NA,NA,NA,0.124519,0.223859304,"1,2,4",4,3,2,1,3,4,3,3,4,3,0,0,0,0,0,0,1,0,70,100,2,2,0,3,2,3,7,-1,0,0,-1,2,4,1,5,-1,2,3,0,-1,0,-3,-1,0,0,0,0,0,0,0,0,0,4,4,-3,3,4,-3,-3,-2,2,"Sarajevo, Banja Luka, Bijeljina",0
277,0,0,2,2,0,1,1,28,0.034,0.01,0.935,4,4,2,2,3,3,2,2,2,4,5,0,5,0,0,5,4,3,1,4,4,4,4,4,4,1,72.2265625,1.56841536,64.71065441,33.72093023,64.71065441,0.124519,0.223859304,"4,5",5,1,1,1,1,5,1,5,4,3,1,1,0,-1,1,1,1,1,83,100,2,4,1,5,5,5,6,0,0,0,0,3,7,3,7,3,0,0,0,0,0,1,-1,-3,-4,-4,-4,0,0,0,-4,4,-4,-4,4,-4,-4,0,4,4,-4,"Tuzla,Banja Luka,Bijeljina,Prijedor,Svejedno",1
278,0,1,2,2,1,1,1,26,0.034,0.01,0.935,0,1,0,0,0,0,0,0,0,0,5,5,5,0,0,5,2,3,4,4,4,4,4,4,4,4,45.45454545,0,55,45,NA,0.124519,0.223859304,"4,6",5,1,1,1,1,5,2,5,1,0,0,-1,0,-1,1,1,1,-1,100,100,1,5,4,5,3,3,1,-3,-3,-3,-3,1,1,-3,4,-3,3,3,3,3,3,3,3,-4,-4,-4,-4,-4,4,4,-4,4,-4,-4,4,-4,-4,-4,4,4,-4,"Sarajevo,Druga lokacija",1
279,0,1,2,4,0,1,1,22,0.728,0.139,0.03,4,4,1,2,1,4,3,2,3,4,5,2,5,1,0,5,2,2,1,4,4,3,3,3,3,2,NA,NA,NA,NA,NA,0.449795,0.610589524,5,3,4,3,2,3,4,4,3,3,3,-1,-1,1,0,0,0,0,0,66,62,1,2,0,2,2,1,7,-3,-3,-3,-3,1,3,-3,7,-3,3,0,-3,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,0
280,0,1,2,2,0,1,1,40,0.728,0.139,0.03,4,4,2,1,1,2,2,2,1,3,5,1,5,0,0,5,0,1,1,4,3,4,3,1,3,3,NA,NA,NA,NA,NA,0.449795,0.610589524,4,4,3,4,4,4,4,3,3,4,2,-1,1,0,1,0,1,-1,1,80,80,1,1,1,3,1,1,1,-3,-3,-3,-3,1,4,-3,7,-3,3,3,-3,-3,0,3,3,0,0,0,0,0,0,0,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,Tuzla,0
281,0,0,2,2,0,-2,1,24,0.728,0.139,0.03,4,4,2,2,1,3,4,2,1,3,5,0,4,0,0,4,2,1,2,4,4,1,2,1,3,2,78.79746835,73.96251673,12.5167336,13.52074967,73.96251673,0.449795,0.610589524,"3,5",4,4,4,4,2,4,1,4,3,3,0,0,0,0,0,1,1,0,50,50,2,2,2,2,4,2,5,-3,-2,-1,3,2,4,3,7,3,0,1,-1,-1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tuzla,Druga lokacija",1
282,0,1,2,5,1,1,1,28,0.728,0.139,0.03,4,4,2,1,2,2,3,1,1,4,5,0,5,0,0,4,2,1,1,4,4,3,4,3,4,3,NA,NA,NA,NA,NA,0.449795,0.610589524,1,5,2,2,3,2,4,1,4,4,2,-1,1,1,-1,-1,1,-1,0,16,27,1,2,0,2,3,1,3,-3,-3,-3,-3,1,7,0,4,0,3,3,3,-3,-3,0,1,4,4,4,4,4,-4,-4,4,-4,4,4,4,4,4,4,-4,1,1,Tuzla,0
283,0,0,1,2,1,1,1,20,0.728,0.139,0.03,2,3,0,2,2,3,1,2,2,3,5,0,5,0,0,5,1,1,2,4,3,3,3,2,2,4,NA,NA,NA,NA,NA,0.449795,0.610589524,1,3,2,1,2,3,4,2,5,2,1,0,1,0,1,0,0,0,1,78,52,1,3,1,4,5,3,3,-3,-3,-3,-3,1,4,3,4,-3,-3,0,-3,-3,-3,-3,0,0,0,0,2,0,-3,0,-3,4,4,0,0,-3,-3,0,-2,0,-3,Tuzla,0
284,0,0,2,2,0,0,1,25,0.728,0.139,0.03,4,4,1,2,1,2,4,1,1,4,5,0,5,0,0,0,1,2,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,0.449795,0.610589524,"4,5",4,2,3,3,1,4,2,4,4,2,1,1,1,0,0,0,0,1,100,100,1,2,1,1,3,2,7,-3,-3,-3,-1,0,7,3,7,3,3,3,-3,-3,-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,0
285,0,0,1,4,1,1,1,40,0.728,0.139,0.03,4,3,2,2,1,3,4,4,3,0,0,0,1,0,0,5,2,2,1,4,4,4,3,3,2,4,87.01923077,92.26519337,3.867403315,3.867403315,92.26519337,0.449795,0.610589524,"3,4,5",5,2,1,3,1,4,1,5,4,2,1,0,0,1,1,1,1,1,94,97,1,2,1,2,2,3,5,-3,-2,-1,0,1,3,3,6,0,0,2,-1,-2,-3,-3,-1,0,0,1,-2,0,0,1,-1,0,-1,0,0,1,1,0,1,0,0,"Tuzla,Bijeljina,Prijedor,Tomislavgrad,Livno",1
286,0,1,1,2,0,1,1,22,0.728,0.139,0.03,4,4,1,1,1,3,3,0,1,4,5,0,5,0,0,2,1,1,1,4,3,2,2,4,4,3,82.62108262,31.37931034,31.37931034,37.24137931,37.24137931,0.449795,0.610589524,"1,2,6",3,4,1,2,2,4,1,3,3,3,-1,1,1,1,0,0,1,1,70,70,1,2,1,2,3,2,6,3,-3,-3,-3,1,4,-1,4,-1,3,3,-3,-3,-3,-3,1,0,-4,4,2,-2,-3,-1,2,-3,2,-4,-2,-1,0,0,0,1,1,"Tuzla,Svejedno",1
287,0,0,2,2,0,0,1,24,0.728,0.139,0.03,4,4,3,3,3,3,3,3,3,4,5,0,5,0,0,4,1,3,2,4,2,3,2,3,3,4,37.43556701,67.46987952,16.9535284,15.57659208,67.46987952,0.449795,0.610589524,1,5,1,1,1,3,5,1,4,3,1,0,-1,0,1,1,0,1,0,100,87,1,2,2,3,4,2,7,-3,-3,-3,-3,2,4,3,4,3,3,3,-3,-3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,1
288,0,0,2,4,0,0,1,20,0.728,0.139,0.03,4,4,1,1,1,3,3,2,2,3,5,0,5,1,0,3,3,3,2,4,4,4,2,3,3,3,79.8488665,95.2681388,1.892744479,2.839116719,95.2681388,0.449795,0.610589524,4,4,1,1,2,2,4,2,4,4,2,0,1,0,-1,0,0,1,0,83,91,2,3,2,3,4,4,7,-1,-1,1,3,5,5,3,7,3,2,2,0,1,-1,1,-1,0,-2,0,0,1,0,0,-2,0,-1,-2,-1,-1,-2,0,0,0,-2,"Sarajevo,Tuzla",1
289,0,0,1,2,1,1,1,42,0.728,0.139,0.03,4,4,4,4,3,3,2,2,3,3,2,1,5,1,0,5,3,2,1,4,4,3,3,3,3,3,NA,NA,NA,NA,NA,0.449795,0.610589524,2,4,2,1,2,2,4,1,4,4,2,1,1,1,1,1,1,1,1,92,92,2,2,1,3,3,2,7,-3,-3,-3,2,4,6,2,7,-1,3,2,-2,-2,-2,-3,3,0,-3,0,0,0,0,3,0,3,0,0,0,0,-3,0,3,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Druga lokacija",0
290,0,0,1,4,0,2,2,22,0.728,0.139,0.03,4,4,1,2,1,3,4,1,3,4,5,0,5,0,1,5,3,1,1,4,3,4,1,1,2,4,88.33333333,96.69811321,0.471698113,2.830188679,96.69811321,0.449795,0.610589524,4,4,1,1,3,3,4,1,5,0,2,0,0,0,0,0,0,-1,1,100,100,1,1,0,1,1,1,6,-3,-3,-3,-3,0,4,3,7,0,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zenica,1
291,0,0,1,2,0,2,2,25,0.728,0.139,0.03,4,4,1,1,1,3,3,1,1,3,5,0,5,0,0,2,2,2,2,3,2,3,2,2,3,2,83.68841545,95.35932113,1.803235216,2.837443649,95.35932113,0.449795,0.610589524,"1,3,6",2,4,4,4,3,2,4,1,2,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,2,2,7,-3,-3,-3,2,1,7,3,7,2,3,3,-3,-3,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuzla,1
292,0,1,1,4,1,2,2,39,0.728,0.139,0.03,4,4,1,2,1,3,3,3,2,3,4,0,5,0,0,4,1,1,2,4,3,4,1,3,1,2,NA,NA,NA,NA,NA,0.449795,0.610589524,5,3,1,1,1,2,3,2,3,4,2,1,1,0,1,0,1,0,1,75,81,2,2,2,2,2,3,6,-2,-3,-2,-2,2,2,2,6,-1,3,3,-2,-1,-2,3,3,0,0,0,0,0,0,0,0,0,2,0,-2,2,2,-2,-2,-2,2,Svejedno,0
293,0,1,2,5,1,-1,2,46,0.728,0.139,0.03,4,4,2,1,1,2,4,2,2,3,5,0,3,0,0,3,2,2,1,4,3,2,3,3,2,4,NA,NA,NA,NA,NA,0.449795,0.610589524,"1,2,5,6",5,1,1,2,2,4,2,4,4,3,0,1,1,1,0,-1,1,1,88,100,2,2,1,2,4,2,1,-3,-2,-3,-3,1,7,-1,7,3,3,3,0,-1,2,1,-1,0,0,1,0,0,-2,-2,0,0,0,1,1,1,0,1,1,1,1,Svejedno,0
294,0,0,2,4,1,1,1,31,0.728,0.139,0.03,4,4,3,4,2,3,4,2,2,4,4,0,3,0,0,5,2,1,1,4,3,0,2,0,3,3,NA,NA,NA,NA,NA,0.449795,0.610589524,5,3,3,3,4,2,2,2,3,4,3,0,1,0,0,1,0,1,1,50,50,1,2,1,2,4,1,7,-3,-3,-3,3,2,7,3,7,3,3,2,-3,-2,-3,-1,1,-2,-2,-2,-3,0,0,0,-3,0,-2,0,0,-2,-2,0,0,0,-2,Tuzla,0
295,0,0,2,2,0,0,1,23,0.728,0.139,0.03,4,4,1,3,1,2,3,2,1,3,5,0,3,0,0,3,1,2,1,3,4,4,1,2,2,3,NA,NA,NA,NA,NA,0.449795,0.610589524,5,4,2,3,4,2,3,2,2,4,1,0,1,0,1,0,0,1,1,100,51,1,2,1,2,4,2,7,-3,-3,-2,0,0,7,1,7,0,0,2,-3,-1,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Doboj,Tuzla,Banja Luka,Bijeljina,Prijedor,Tomislavgrad,Livno,Svejedno",0
296,0,0,1,5,0,2,1,62,0.728,0.139,0.03,4,3,2,2,2,2,2,2,1,2,3,0,2,1,0,4,2,1,1,3,3,1,3,1,3,3,NA,NA,NA,NA,NA,0.449795,0.610589524,"1,2,3,4",4,2,1,2,1,4,1,4,3,2,0,0,1,1,0,1,1,1,93,93,1,1,1,1,2,1,6,-3,-3,-3,3,1,2,1,7,2,2,2,-2,-2,-2,-2,1,0,0,1,1,-1,0,0,0,-1,0,1,-1,1,1,-1,-1,-1,3,"Tuzla,Prijedor,Livno",0
297,0,0,1,2,0,1,1,19,0.728,0.139,0.03,4,4,2,2,2,4,4,2,2,4,5,0,5,0,1,5,2,1,1,4,4,0,2,1,3,2,52.41779497,59.71709717,20.32595326,19.95694957,59.71709717,0.449795,0.610589524,"2,6",4,1,1,1,2,4,1,3,3,3,0,1,0,1,0,0,0,1,90,90,3,3,1,4,4,3,4,-2,-3,-3,-2,6,4,0,4,0,2,2,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo,Zenica,Prijedor,Livno,Druga lokacija",1
